feedback_id,created_at,state,lga,channel,facility_or_service,raw_text,rating,response_time_days,resolved,assigned_dept,cleaned_text,word_count,char_count,has_url,has_number,contains_expletive,dominant_topic,topic_0_prob,topic_1_prob,topic_2_prob,topic_3_prob,topic_4_prob
FB000087,2025-10-05,Taraba,Taraba West,SMS,Local Council,"Please, very long queues at local council. no proper queue management system. We have complained before but nothing changed.",1.0,,False,LocalGov,"Please, very long queues at local council. no proper queue management system. We have complained before but nothing changed.",19,124,False,False,False,1,0.02858519470635006,0.8837520141123709,0.028575243919227434,0.030486085040130905,0.028601462221920646
FB000088,2025-10-08,Osun,Osun Municipal,Social Media,Motor Park,Water supply at Motor Park is not functional. Toilets are dirty.,3.0,8.0,True,Other,Water supply at Motor Park is not functional. Toilets are dirty.,11,64,False,False,False,0,0.5237983106055893,0.04042521881996702,0.35558014512301306,0.04000411463302036,0.0401922108184103
FB000089,2025-04-18,Anambra,Anambra South,Web Form,Borehole,No medicine available at Borehole. Always telling us to buy from pharmacy. This has been happening for months.,2.0,,False,Water,No medicine available at Borehole. Always telling us to buy from pharmacy. This has been happening for months.,18,110,False,False,False,3,0.029569152084279248,0.02886389957914085,0.02888297050865196,0.8833055277121568,0.029378450115771098
FB000090,2024-12-17,Akwa Ibom,Akwa Ibom East,Social Media,Motor Park,Water supply at Motor Park is not functional. Toilets are dirty.,2.0,,False,Other,Water supply at Motor Park is not functional. Toilets are dirty.,11,64,False,False,False,0,0.5237983106055893,0.04042521881996702,0.35558014512301306,0.04000411463302036,0.0401922108184103
FB000091,2025-10-08,Edo,Edo Central,SMS,Town Hall,How can I access services at Town Hall? Need guidance.,5.0,6.0,True,LocalGov,How can I access services at Town Hall? Need guidance.,10,54,False,False,False,1,0.04142701596714925,0.8368944431478167,0.040351463233893256,0.041323247084236556,0.04000383056690445
FB000092,2024-05-12,Benue,Benue West,In-person,Borehole,The workers at Borehole treat us badly. Very poor customer service. Other wards have same problem.,5.0,7.0,True,Water,The workers at Borehole treat us badly. Very poor customer service. Other wards have same problem.,16,98,False,False,False,2,0.029076477362631584,0.02890826427722847,0.8837547658814977,0.029595291244066322,0.028665201234575877
FB000093,2024-12-15,Katsina,Katsina West,Hotline,Water Treatment Plant,Thank you to the staff at Water Treatment Plant. They provided excellent service.,,11.0,True,Water,Thank you to the staff at Water Treatment Plant. They provided excellent service.,13,81,False,False,False,4,0.026105602297165055,0.025080885106182647,0.025001947620980347,0.02537108526473276,0.8984404797109392
FB000094,2025-09-24,Gombe,Gombe North,SMS,Borehole,Thank you to the staff at Borehole. They provided excellent service.,3.0,,False,Water,Thank you to the staff at Borehole. They provided excellent service.,11,68,False,False,False,3,0.03333454153572067,0.03338992191509013,0.033364012463676936,0.8653254008492748,0.034586123236237463
FB000095,2025-04-04,Ebonyi,Ebonyi North,Social Media,Police Station,"Please, the workers at police station were very helpful and professional. well done!",3.0,,False,Other,"Please, the workers at police station were very helpful and professional. well done!",13,84,False,False,False,1,0.04010898038750688,0.8383201320360485,0.04048978486130213,0.04000508451890615,0.04107601819623641
FB000096,2024-07-23,Plateau,Plateau North,Hotline,Motor Park,I want to know the operating hours of Motor Park.,,,False,Other,I want to know the operating hours of Motor Park.,10,49,False,False,False,2,0.04009145012650255,0.04000104418352218,0.839904528433086,0.040001898632895806,0.04000107862399348
FB000097,2025-06-09,Jigawa,Jigawa Central,Web Form,Local Council,They are charging illegal fees at Local Council. This service should be free. This has been happening for months.,1.0,,False,LocalGov,They are charging illegal fees at Local Council. This service should be free. This has been happening for months.,19,113,False,False,False,3,0.03333547081221078,0.033568596576575634,0.033350616956951615,0.8663983006221334,0.03334701503212862
FB000098,2025-10-27,Gombe,Gombe East,Social Media,Primary Health Center,The wait time at Primary Health Center is unbearable. Need faster service.,5.0,14.0,True,Health,The wait time at Primary Health Center is unbearable. Need faster service.,12,74,False,False,False,2,0.06666890110191873,0.06747501895435608,0.732072353219379,0.06667147225178986,0.06711225447255645
FB000099,2024-01-20,Akwa Ibom,Akwa Ibom South,Social Media,Sanitation Department,No electricity at Sanitation Department. Generator not working for weeks.,4.0,,False,Sanitation,No electricity at Sanitation Department. Generator not working for weeks.,10,73,False,False,False,0,0.2,0.2,0.2,0.2,0.2
FB000100,2025-09-03,Zamfara,Zamfara Municipal,Web Form,LGA Secretariat,d LGA Secretariat opens very late. Many peple wait hours before services start.,5.0,8.0,True,LocalGov,d LGA Secretariat opens very late. Many peple wait hours before services start.,13,79,False,False,False,2,0.040167381337729645,0.04026419926506297,0.8395648041420622,0.040002265178933294,0.04000135007621169
